Date,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme (MW),Actual (MW),Excess(+) / Shortfall (-) (MW),Deviation (MW)
01-09-2017,Meghalaya,322,0,0,0,0,2.23,1.29,-0.94,-42.15
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,Assam,429.35,112.22,9.96,102.25,0,4.04,4.39,0.35,8.66
01-09-2017,TATA PCL,240,0,0,0,0,4.09,4.57,0.48,11.74
01-09-2017,SKPPPL,96,0,0,0,0,1.65,1.7,0.05,3.03
01-09-2017,SEPL,97,48.5,0,0,48.5,0.81,0.73,-0.08,-9.88
01-09-2017,SEL,1200,600,0,600,0,2.74,7.64,4.9,178.83
01-09-2017,NTPC Ltd.,10730,1420,0,1420,0,174.85,149.74,-25.11,-14.36
01-09-2017,NSPCL,0,0,0,0,0,1.19,0,-1.19,-100
01-09-2017,NPGCL,1320,660,0,660,0,16.42,10.7,-5.72,-34.84
01-09-2017,NHPC,862,66,0,0,66,14.29,17.27,2.98,20.85
01-09-2017,NALCO,0,0,0,0,0,0.26,0.99,0.73,280.77
01-09-2017,MPL,1050,0,0,0,0,20.39,25.07,4.68,22.95
01-09-2017,MBPC,0,0,0,0,0,0.35,0,-0.35,-100
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,K.B.U.N.L,610,220,0,220,0,8.55,5.89,-2.66,-31.11
01-09-2017,ST-CMSECP,250,0,0,0,0,3.29,5.12,1.83,55.62
01-09-2017,TRNE,600,300,0,300,0,8.23,5.89,-2.34,-28.43
01-09-2017,SPGL,208,94,0,0,94,2.2,1.27,-0.93,-42.27
01-09-2017,SEPCPPL,0,0,0,0,0,4.1,0,-4.1,-100
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,CEPL,1200,1200,0,1200,0,10.96,0,-10.96,-100
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,93,93,0,0,2.35,3.73,1.38,58.72
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.48,0.8,-0.68,-45.95
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,Telangana,7378.1,2291.6,0,400,1891.6,101.23,85.56,-15.67,-15.48
01-09-2017,Puducherry,32.5,0,0,0,0,0.65,0.73,0.08,12.31
01-09-2017,Kerala,2016.46,237,125,76,36,22.44,22.17,-0.27,-1.2
01-09-2017,Karnataka,8664.2,2691.8,50,1869.8,772,94.86,86.92,-7.94,-8.37
01-09-2017,Andhra Pradesh,6855.4,2555.6,0,2450,105.6,95.64,48.21,-47.43,-49.59
01-09-2017,WPCL,2340,405,0,405,0,31.23,33.76,2.53,8.1
01-09-2017,VVL,135,135,0,135,0,0,0,0,0
01-09-2017,VIP,600,600,0,600,0,0,0,0,0
01-09-2017,Tamil Nadu,7012.28,2966.73,427,1978.23,561.5,92.29,55.04,-37.25,-40.36
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,HNPC,1040,1040,0,1040,0,7.16,0,-7.16,-100
01-09-2017,SEIL,2640,0,0,0,0,55.32,43.58,-11.74,-21.22
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0.13,0,-0.13,-100
01-09-2017,PENNA,52.8,0,0,0,0,0.67,1.06,0.39,58.21
01-09-2017,NTPL,1000,0,0,0,0,16.29,13.54,-2.75,-16.88
01-09-2017,NTPC Ltd.,7359.58,3600,700,2900,0,57.94,50.2,-7.74,-13.36
01-09-2017,NTECL,1500,0,0,0,0,24.35,20.16,-4.19,-17.21
01-09-2017,NPCIL,3320,440,220,220,0,63.6,59.85,-3.75,-5.9
01-09-2017,NLC,3390,460,210,250,0,53.14,57.81,4.67,8.79
01-09-2017,MEL,300,0,0,0,0,0.26,4.8,4.54,1746.15
01-09-2017,MADURAI P,106,0,0,0,0,0,0.7,0.7,0
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1476.14,1229.28,0,121.28,1108,2.13,2.29,0.16,7.51
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,JSWEL,860,130,0,130,0,6.65,12.69,6.04,90.83
01-09-2017,ITPCL,1200,600,0,600,0,20.16,12.18,-7.98,-39.58
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,JITPL,1200,600,0,600,0,12.23,16.24,4.01,32.79
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,Maharashtra,12988,3266,250,2698,318,181.72,154.48,-27.24,-14.99
01-09-2017,LBPL,0,0,0,0,0,0,0,0,0
01-09-2017,K.B.U.N.L,610,110,0,110,0,8.55,10.8,2.25,26.32
01-09-2017,JITPL,1200,0,0,0,0,12.23,28.21,15.98,130.66
01-09-2017,ICCL,0,0,0,0,0,0.42,0.31,-0.11,-26.19
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,HMEL,300,300,0,300,0,2.7,0.06,-2.64,-97.78
01-09-2017,HEL,600,0,0,0,0,12.55,13.25,0.7,5.58
01-09-2017,MBPC,0,0,0,0,0,0.35,0,-0.35,-100
01-09-2017,GMR ENERG,1050,0,0,0,0,20.8,19.61,-1.19,-5.72
01-09-2017,DVC,7103.2,1270,0,630,640,111.39,118.44,7.05,6.33
01-09-2017,DEPL,96,48,48,0,0,0.71,0.52,-0.19,-26.76
01-09-2017,CPL,0,0,0,0,0,0,0,0,0
01-09-2017,CESC,1125,375,0,240,135,16.58,17.26,0.68,4.1
01-09-2017,BRBCL,750,0,0,0,0,14.84,17.58,2.74,18.46
01-09-2017,ADHUNIK,540,270,0,270,0,4.65,6.44,1.79,38.49
01-09-2017,West Bengal,6356,1367,18,800,549,82.48,97.34,14.86,18.02
01-09-2017,GIPL,110,0,0,0,0,1.39,0.92,-0.47,-33.81
01-09-2017,Sikkim,1200,0,0,0,0,12.9,9.69,-3.21,-24.88
01-09-2017,MPL,1050,0,0,0,0,20.39,25.07,4.68,22.95
01-09-2017,NHPC,862,60,0,0,60,14.29,8.7,-5.59,-39.12
01-09-2017,Delhi,2100.4,784.6,0,250,534.6,15.16,16.81,1.65,10.88
01-09-2017,ONGC,726.6,363.3,0,0,363.3,14.35,7.84,-6.51,-45.37
01-09-2017,NTPC Ltd.,750,0,0,0,0,7.95,12.57,4.62,58.11
01-09-2017,NHPC,105,0,0,0,0,1.61,0.74,-0.87,-54.04
01-09-2017,NEEPCO.,2027,555,55,500,0,22.28,23.65,1.37,6.15
01-09-2017,Tripura,137,32,0,0,32,1.57,0.93,-0.64,-40.76
01-09-2017,Meghalaya,322,0,0,0,0,2.23,1.27,-0.96,-43.05
01-09-2017,NALCO,0,0,0,0,0,0.26,0.68,0.42,161.54
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,TATA PCL,240,0,0,0,0,4.09,4.57,0.48,11.74
01-09-2017,SKPPPL,96,0,0,0,0,1.65,1.62,-0.03,-1.82
01-09-2017,SEPL,97,48.5,0,0,48.5,0.81,0.49,-0.32,-39.51
01-09-2017,SEL,1200,600,0,600,0,2.74,7.64,4.9,178.83
01-09-2017,NTPC Ltd.,10730,1720,0,1720,0,174.85,198.43,23.58,13.49
01-09-2017,NSPCL,0,0,0,0,0,1.19,0,-1.19,-100
01-09-2017,NPGCL,1320,660,0,660,0,16.42,15.64,-0.78,-4.75
01-09-2017,Assam,429.35,29.96,0,29.96,0,4.04,4.2,0.16,3.96
01-09-2017,Odisha,3882.25,303,279,24,0,47.5,47.09,-0.41,-0.86
01-09-2017,Jharkhand,550,210,0,210,0,6.7,3.33,-3.37,-50.3
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.42,0.36,-0.06,-14.29
01-09-2017,ITPCL,1200,0,0,0,0,20.16,27.84,7.68,38.1
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,HNPC,1040,1040,0,1040,0,7.16,0,-7.16,-100
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,GREL,768,768,0,0,768,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,JSWEL,860,0,0,0,0,6.65,12.33,5.68,85.41
01-09-2017,CEPL,1200,600,0,600,0,10.96,7.9,-3.06,-27.92
01-09-2017,BSES  AP,220,220,0,0,220,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,100,33,33,34,2.35,3.79,1.44,61.28
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.48,0.81,-0.67,-45.27
01-09-2017,Telangana,7378.1,1830,0,420,1410,101.23,103.89,2.66,2.63
01-09-2017,Tamil Nadu,7012.28,2718.5,427,1955,336.5,92.29,55.55,-36.74,-39.81
01-09-2017,Puducherry,32.5,0,0,0,0,0.65,0.73,0.08,12.31
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,KONDAPALI,1476.14,1229.28,0,121.28,1108,2.13,2.39,0.26,12.21
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,VEMAGIRI,370,370,0,0,370,0,0,0,0
01-09-2017,UPCL,1200,1200,0,1200,0,11.48,3.71,-7.77,-67.68
01-09-2017,ST-CMSECP,250,0,0,0,0,3.29,5.49,2.2,66.87
01-09-2017,SPGL,208,94,0,0,94,2.2,1.5,-0.7,-31.82
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEPCPPL,0,0,0,0,0,4.1,0,-4.1,-100
01-09-2017,SEIL,2640,0,0,0,0,55.32,58.84,3.52,6.36
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0.13,0,-0.13,-100
01-09-2017,PENNA,52.8,0,0,0,0,0.67,1.06,0.39,58.21
01-09-2017,NTPL,1000,0,0,0,0,16.29,16.61,0.32,1.96
01-09-2017,NTPC Ltd.,7359.58,3100,700,2400,0,57.94,83.82,25.88,44.67
01-09-2017,NTECL,1500,0,0,0,0,24.35,22.59,-1.76,-7.23
01-09-2017,NPCIL,3320,660,220,440,0,63.6,63.31,-0.29,-0.46
01-09-2017,NLC,3390,210,210,0,0,53.14,69.75,16.61,31.26
01-09-2017,MEL,300,150,0,150,0,0.26,2.79,2.53,973.08
01-09-2017,MADURAI P,106,0,0,0,0,0,0.7,0.7,0
01-09-2017,Haryana,2510,1910,0,1910,0,29.08,9.76,-19.32,-66.44
01-09-2017,Himachal Pradesh,888,155,0,0,155,8.98,7.01,-1.97,-21.94
01-09-2017,Jammu and Kashmir,1285,360,0,0,360,22.29,16.83,-5.46,-24.5
01-09-2017,Punjab,2701,1793.5,33.5,1760,0,25.56,5.53,-20.03,-78.36
01-09-2017,EPGL,1200,1200,0,1200,0,6.13,0,-6.13,-100
01-09-2017,DLHP,34,0,0,0,0,0.23,0,-0.23,-100
01-09-2017,DIL,600,300,0,300,0,6.32,7.17,0.85,13.45
01-09-2017,DBPCL,1200,600,0,600,0,21.52,14.05,-7.47,-34.71
01-09-2017,CLPINDIA,655,655,0,0,655,0,0,0,0
01-09-2017,CGPL,4000,3200,800,2400,0,61.6,17.7,-43.9,-71.27
01-09-2017,BLAPPL,90,45,0,45,0,1.29,0.71,-0.58,-44.96
01-09-2017,ESSAR,515,515,0,295,220,0,0,0,0
01-09-2017,BALCO,600,0,0,0,0,8.23,10.82,2.59,31.47
01-09-2017,AMNEPL,246,246,0,246,0,0,0,0,0
01-09-2017,AEML,500,0,0,0,0,11.74,12.03,0.29,2.47
01-09-2017,ACPL,0,0,0,0,0,0,0,0,0
01-09-2017,ACB,325,325,0,325,0,5.48,0,-5.48,-100
01-09-2017,Maharashtra,12988,3976,250,3408,318,181.72,153.39,-28.33,-15.59
01-09-2017,Madhya Pradesh,6115,2805,15,2520,270,68.89,57.19,-11.7,-16.98
01-09-2017,Gujarat,9577.82,3487.72,476,2321.72,690,78.3,86.38,8.08,10.32
01-09-2017,APL,7920,660,0,660,0,147.63,136.77,-10.86,-7.36
01-09-2017,ESSARPMPL,1200,600,0,600,0,11.77,7.48,-4.29,-36.45
01-09-2017,GCEL,1370,0,0,0,0,15.45,32.68,17.23,111.52
01-09-2017,GEPL,120,120,0,120,0,0,0,0,0
01-09-2017,RATTANINDIA,1350,0,0,0,0,13.05,31.34,18.29,140.15
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,19813.59,5235.59,0,5235.59,0,294.84,322.91,28.07,9.52
01-09-2017,NSPCL,500,0,0,0,0,10.04,9.24,-0.8,-7.97
01-09-2017,NPCIL,1840,1080,540,540,0,35,18.3,-16.7,-47.71
01-09-2017,NHDC,1520,250,250,0,0,6.35,14.72,8.37,131.81
01-09-2017,MCCPL,300,0,0,0,0,5.74,7.17,1.43,24.91
01-09-2017,MBPMPL,1200,600,0,600,0,19.16,5.64,-13.52,-70.56
01-09-2017,LVTPL,0,0,0,0,0,0,0,0,0
01-09-2017,LANCO,600,0,0,0,0,13.16,13.41,0.25,1.9
01-09-2017,JSWEL,1200,300,0,300,0,23,21.7,-1.3,-5.65
01-09-2017,JPPVL,1820,250,0,250,0,27.86,29.69,1.83,6.57
01-09-2017,JPL,3400,2300,0,1450,850,24.72,24.91,0.19,0.77
01-09-2017,JHAPL,600,0,0,0,0,9.32,11.71,2.39,25.64
01-09-2017,IEPL,270,270,0,270,0,0.55,0,-0.55,-100
01-09-2017,GMR ENERG,600,300,0,300,0,11.81,7.03,-4.78,-40.47
01-09-2017,GIPCL,660,285,125,0,160,9.84,8.22,-1.62,-16.46
01-09-2017,Chhatisgarh,2960,0,0,0,0,58.32,48.9,-9.42,-16.15
01-09-2017,Kerala,2016.46,367,255,76,36,22.44,22.29,-0.15,-0.67
01-09-2017,TSPL,1980,660,660,0,0,35.49,17.5,-17.99,-50.69
01-09-2017,THDC,1400,0,0,0,0,9.32,4.79,-4.53,-48.61
01-09-2017,GPGSL (GVK),540,540,0,540,0,5.36,0,-5.36,-100
01-09-2017,GMR BHHPL,0,0,0,0,0,0,0,0,0
01-09-2017,GIPL,225,0,0,0,0,0.97,2.29,1.32,136.08
01-09-2017,GBHPPL,70,0,0,0,0,0.97,0.58,-0.39,-40.21
01-09-2017,E.P.P.L.,100,0,0,0,0,1.13,0.48,-0.65,-57.52
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BIPL,0,0,0,0,0,0,0,0,0
01-09-2017,HBPCL,1300,0,0,0,0,21.19,11.08,-10.11,-47.71
01-09-2017,BEPL,450,360,0,360,0,2.69,1.18,-1.51,-56.13
01-09-2017,APL,1320,0,0,0,0,24.36,28.67,4.31,17.69
01-09-2017,APCPL,1500,500,0,500,0,9.58,13.23,3.65,38.1
01-09-2017,AHPC (GVK),330,0,0,0,0,2.39,2.54,0.15,6.28
01-09-2017,ADHPL,192,0,0,0,0,2.16,1.02,-1.14,-52.78
01-09-2017,Uttar Pradesh,5970.6,1443,764,679,0,100.05,77.11,-22.94,-22.93
01-09-2017,Uttarakhand,1252.15,197.25,11.25,126,60,14.68,11.12,-3.56,-24.25
01-09-2017,Rajasthan,8184.8,3924,910,1599,1415,98.85,75.38,-23.47,-23.74
01-09-2017,BBMB,2920.3,1018,339,0,679,29.32,23.41,-5.91,-20.16
01-09-2017,HSPCL,0,0,0,0,0,0,0,0,0
01-09-2017,IAEPL,36,0,0,0,0,0.48,0.4,-0.08,-16.67
01-09-2017,JhPL(HR),1320,0,0,0,0,22.26,22.85,0.59,2.65
01-09-2017,SrEPL,225,0,0,0,0,1.93,4.7,2.77,143.52
01-09-2017,SJVNL,1912.02,1068.67,0,0,1068.67,35.87,20.43,-15.44,-43.04
01-09-2017,RWPL (JSW),1080,405,0,405,0,18.78,17.06,-1.72,-9.16
01-09-2017,RPSCL,1200,0,0,0,0,16.97,17.29,0.32,1.89
01-09-2017,PPGCL (Jaypee),1980,0,0,0,0,29.42,36.71,7.29,24.78
01-09-2017,NUPPL,0,0,0,0,0,2.97,0,-2.97,-100
01-09-2017,NTPC Ltd.,13274.06,3547.47,500,2739.46,308.01,173.75,157.53,-16.22,-9.34
01-09-2017,NPL,1400,0,0,0,0,14.26,27.76,13.5,94.67
01-09-2017,NPCIL,1520,0,0,0,0,26.32,33.14,6.82,25.91
01-09-2017,NLC,250,125,0,125,0,2.29,2.84,0.55,24.02
01-09-2017,NHPC,4484.2,715.4,290,0,425.4,76.63,62.72,-13.91,-18.15
01-09-2017,MUNPL,1320,660,0,660,0,19.68,14,-5.68,-28.86
01-09-2017,MPCL,86,0,0,0,0,0.94,0.54,-0.4,-42.55
01-09-2017,L&T,99,0,0,0,0,0.9,0,-0.9,-100
01-09-2017,LPGCL,1980,0,0,0,0,26.67,31.56,4.89,18.34
01-09-2017,LAPPL,1200,0,0,0,0,24.78,24.44,-0.34,-1.37
01-09-2017,JPPVL,400,0,0,0,0,5.32,3.48,-1.84,-34.59
01-09-2017,TPDDL,108,108,0,0,108,0,0,0,0
01-09-2017,Karnataka,8664.2,1991.8,50,1029.8,912,94.86,107.57,12.71,13.4
01-09-2017,Andhra Pradesh,6855.4,2345.6,0,2240,105.6,95.64,54.12,-41.52,-43.41
01-09-2017,WPCL,2340,135,0,135,0,31.23,43.6,12.37,39.61
01-09-2017,NHPC,105,0,0,0,0,1.61,0.73,-0.88,-54.66
01-09-2017,NEEPCO.,2027,555,55,500,0,22.28,21.58,-0.7,-3.14
01-09-2017,Tripura,137,32,0,0,32,1.57,1.33,-0.24,-15.29
01-09-2017,Meghalaya,322,0,0,0,0,2.23,0.82,-1.41,-63.23
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,Assam,429.35,29.96,0,29.96,0,4.04,4.12,0.08,1.98
01-09-2017,TATA PCL,240,0,0,0,0,4.09,4.57,0.48,11.74
01-09-2017,NTPC Ltd.,750,0,0,0,0,7.95,11.03,3.08,38.74
01-09-2017,SKPPPL,96,0,0,0,0,1.65,1.33,-0.32,-19.39
01-09-2017,SEL,1200,600,0,600,0,2.74,7.64,4.9,178.83
01-09-2017,NTPC Ltd.,10730,2220,0,2220,0,174.85,185.46,10.61,6.07
01-09-2017,NSPCL,0,0,0,0,0,1.19,0,-1.19,-100
01-09-2017,NPGCL,1320,660,0,660,0,16.42,13.3,-3.12,-19
01-09-2017,NHPC,862,283,0,0,283,14.29,10.93,-3.36,-23.51
01-09-2017,NALCO,0,0,0,0,0,0.26,0.45,0.19,73.08
